target_id,candidate_id,risk,reason
0,20,0.1,"Срыв Б не влияет напрямую на А, поскольку они независимы. Низкий риск косвенного влияния."
0,21,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общее восприятие демографической политики."
0,22,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общественное доверие к демографической политике."
0,23,0.1,"Сбой мероприятия Б маловероятно повлияет на мероприятие А, т.к. они не связаны."
0,24,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общее восприятие демографической политики."
0,25,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное доверие."
0,26,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное доверие."
0,27,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,28,0.2,"Срыв Б может косвенно повлиять на восприятие А, но прямого влияния на сроки и ресурсы нет."
0,29,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить доверие к демографической политике."
0,30,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное восприятие."
0,31,0.1,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,32,0.1,"Срыв Б не влияет на А, так как мероприятия независимы и не связаны между собой."
0,33,0.1,"Сбой мероприятия Б маловероятно повлияет на мероприятие А, т.к. они независимы."
0,34,0.1,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное доверие."
0,35,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное доверие."
0,36,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на сроки, ресурсы или репутацию мероприятия А."
0,37,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,38,0.1,Сбой мероприятия Б не оказывает прямого влияния на сроки и ресурсы мероприятия А.
0,39,0.1,Сбой в мероприятии Б не оказывает прямого влияния на сроки и ресурсы мероприятия А.
0,40,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на сроки, ресурсы или репутацию мероприятия А."
0,41,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,42,0.1,"Сбой в мероприятии Б маловероятно повлияет на мероприятие А, т.к. они не связаны."
0,43,0.2,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на доступность ресурсов."
0,44,0.3,"Срыв Б может вызвать недоверие к гос. программам, косвенно влияя на восприятие и финансирование А."
0,45,0.1,"Сбой Б не влияет напрямую на А, оба финансируются из разных источников и имеют разные цели."
0,46,0.1,"Срыв Б не влияет напрямую на А, так как они независимы, но может косвенно повлиять на общественное доверие."
0,47,0.1,Срыв мероприятия Б не оказывает прямого влияния на финансирование или сроки мероприятия А.
0,48,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное восприятие."
0,49,0.1,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,50,0.2,"Срыв Б может косвенно повлиять на финансирование А, но прямого влияния нет."
0,51,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,52,0.1,"Срыв Б не влияет напрямую на А, поскольку они независимы, но может косвенно повлиять на общественное доверие."
0,53,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,54,0.1,"Сбой мероприятия Б маловероятно повлияет на мероприятие А, т.к. они не связаны."
0,55,0.3,Срыв ввода жилья может косвенно повлиять на финансирование и сроки выплаты пособий.
0,56,0.1,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,57,0.1,"Срыв Б не влияет напрямую на А, оба независимы, но может косвенно повлиять на общественное доверие."
0,58,0.1,Сбой в мероприятии Б не оказывает прямого влияния на сроки и ресурсы мероприятия А.
0,59,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,60,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,61,0.1,"Срыв информирования может снизить осведомленность о выплатах, но прямого влияния на ресурсы А нет."
0,62,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,63,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,64,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить общественное доверие к демографической политике."
0,65,0.1,"Срыв Б не влияет напрямую на А, т.к. мероприятия независимы, но может косвенно повлиять на общественное доверие."
0,66,0.2,"Срыв Б может косвенно снизить осведомленность о мероприятии А, уменьшая его эффективность."
0,67,0.2,"Срыв Б может косвенно повлиять на восприятие А, но прямого влияния на сроки и ресурсы нет."
0,68,0.05,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,69,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общественное доверие к демографической политике."
0,70,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общее восприятие демографической политики."
0,71,0.05,"Сбой в строительстве ледоколов не влияет напрямую на выплаты семьям, риск минимален."
0,72,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общее восприятие демографической политики."
0,73,0.05,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,74,0.1,"Сбой Б не влияет напрямую на А, но может вызвать перераспределение ресурсов, что косвенно замедлит А."
0,75,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общее восприятие."
0,76,0.1,"Срыв мероприятия Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общее восприятие."
0,77,0.1,Сбой мероприятия Б маловероятно повлияет на финансирование или сроки мероприятия А.
0,78,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общественное восприятие."
0,79,0.1,"Сбой мероприятия Б не оказывает прямого влияния на мероприятие А, риск минимален."
0,80,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на восприятие."
0,81,0.1,"Срыв Б не влияет напрямую на А, т.к. мероприятия независимы."
0,82,0.05,"Срыв Б не влияет на А, так как мероприятия независимы и не связаны между собой."
0,83,0.2,"Сбой в мероприятии Б может косвенно повлиять на информационную поддержку мероприятия А, но не критично."
0,84,0.1,"Сбой Б не оказывает прямого влияния на А, но может косвенно повлиять на общее доверие к государственным программам."
0,85,0.1,"Срыв Б не влияет напрямую на А, но может косвенно повлиять на общее восприятие демографической политики."
0,86,0.1,"Срыв Б не влияет на А, т.к. мероприятия независимы и не связаны между собой."
0,87,0.1,"Срыв Б маловероятно повлияет на А, т.к. мероприятия независимы."
0,88,0.1,"Срыв Б не влияет напрямую на А, поскольку они независимы. Низкий риск косвенного влияния."
0,89,0.05,"Срыв Б не влияет на А, т.к. мероприятия независимы и не связаны между собой."
0,90,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить доверие к демографической политике."
0,91,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить общее финансирование."
0,92,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить доверие к демографической политике."
0,93,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить доверие к демографической политике."
0,94,0.1,"Срыв Б не влияет напрямую на А, но может косвенно снизить доверие к демографической политике."
0,95,0.1,"Сбой в мероприятии Б не оказывает прямого влияния на мероприятие А, но может косвенно повлиять на общее восприятие."
0,96,0.1,"Срыв Б не влияет на А, т.к. мероприятия независимы и не связаны между собой."
0,97,0.6,"Срыв Б может отвлечь ресурсы и внимание, потенциально задерживая А и снижая его эффективность."
0,98,0.1,"Сбой Б не оказывает прямого влияния на А, но может косвенно повлиять на общее восприятие государственных программ."
0,99,0.1,"Сбой мероприятия Б маловероятно повлияет на мероприятие А, т.к. они независимы."
