A_id,B_id,risk,reason
9184112614,9184156547,0.5,"Исходное мероприятие: Формирование IT-персонала через практико-ориентированное образование с участием IT-компаний.
Наиболее связанное мероприятие: Финансирование ИТ-инфраструктуры в образовательных организациях через субсидии.
Объяснение зависимости: Успешная реализация исходного мероприятия требует наличия современной ИТ-инфраструктуры (Wi-Fi сети), обеспечивающей практическую деятельность студентов и взаимодействие с компаниями. Отказ от субсидий (или сбой в её предоставлении) приведёт к невозможности создания необходимых условий для обучения, что парализует развитие IT-кадров. Одновременно, задержка в освоении инфраструктуры увеличит сроки достижения целей программы по подготовке специалистов."
9184112614,9184156548,0.1667,"Исходное мероприятие: Формирование IT-специалистов через образовательные программы с участием IT-компаний.
Наиболее связанное мероприятие: Разработка HR-платформы и модернизация Единой информационной системы управления кадрами.
Объяснение зависимости: Прямая связь минимальна, так как первое мероприятие формирует кадры, которые могут быть нужны для внедрения HR-систем во втором мероприятии. Однако отмена первого события не гарантирует прямого воздействия на сроки или ресурсы второго, поскольку второе мероприятие сосредоточено на технической инфраструктуре и государственных процедурах, а не на подготовке персонала. Зависимость косвенная и ограниченная."
9184112614,9184156549,0.5,"Исходное мероприятие: Подготовка IT-специалистов через партнерство образовательных учреждений и ИТ-компаний.
Наиболее связанное мероприятие: Разработка облачной инфраструктуры для государственных систем.
Объяснение зависимости: Успешное функционирование первого мероприятия требует наличия квалифицированных специалистов, способных эксплуатировать и развивать технологии, описываемые во втором мероприятии. Отсрочка или изменение второго события (например, недоступность необходимых инфраструктурных решений) может снизить ценность практических компетенций студентов, обучаемых по практико-ориентированным программам. Одновременно, дефицит опытных специалистов (из-за возможного сбоя в образовательном процессе) может замедлить внедрение новой облачной инфраструктуры."
9184112614,9184156550,0.5,"Исходное мероприятие: Образовательная программа, направленная на формирование компетенций студентов ИТ-специальностей через сотрудничество с компаниями, требующая инфраструктуры для цифровизации процессов.
Наиболее связанное мероприятие: Разработка коммуникационных сервисов и унифицированного информационного пространства для электронного документооборота.
Объяснение зависимости: Успешность программы зависит от наличия современной инфраструктуры (типовых сервисов и информационного пространства), обеспечивающей эффективную работу ИТ-компаний. Задержка или отказ в реализации второго мероприятия приведёт к недоступности необходимых технологических решений, что ограничит возможности компаний для участия в образовательном процессе, снижает качество подготовки студентов и увеличивает затраты на поддержку устаревших систем."
9184112614,9184257564,0.75,"Исходное мероприятие: Подготовка IT-специалистов через практико-ориентированные программы с участием ИТ-компаний.
Наиболее связанное мероприятие: Разработка методов информационно-безопасной обработки данных с использованием криптографических механизмов.
Объяснение зависимости: Нарушение второй деятельности (задержка/отмена исследований)直接影响ает внедрение современных методов защиты данных в образовательные программы. Без развитых криптографических решений, разрабатываемых во втором мероприятии, невозможно достичь требуемого уровня компетенций студентов в области информационной безопасности. Это приведет к:
- Time_level=3 (значительное влияние на сроки реализации образовательных программ)
- Resource_level=4 (критическое влияние на ресурсы: потеря льгот для ИТ-компаний, невозможность адаптации программ под новые стандарты)"
9184112614,9184257565,0.5,"Исходное мероприятие: Формирование кадрового потенциала в области ИТ через практико-ориентированное образование с участием ИТ-компаний, включая регулирование льгот для компаний.
Наиболее связанное мероприятие: Реализация модернизации автоматизированной системы обеспечения безопасности интернета (АСБИ).
Объяснение зависимости: Успешная модернизация АСБИ требует наличия квалифицированных специалистов (IT-компетенций), воспитываемых в рамках первого мероприятия. Отмена или задержка первого мероприятия приведёт к дефициту кадров, что затруднит внедрение новых технических решений. Кроме того, изменения в законодательстве (первый этап) создаю благоприятную среду для инвестиций в защиту интернета (второй этап). Без достижения целей первого мероприятия снижается мотивация ИТ-компаний участвовать в проектах типа АСБИ."
9184112614,9184257566,0.5,"Исходное мероприятие: Формирование кадрового потенциала в области IT через партнерство образовательных учреждений и ИТ-компаний.
Наиболее связанное мероприятие: Создание инфраструктуры мониторинга информационной безопасности для госучреждений и стратегических предприятий.
Объяснение зависимости: Отмена исходного мероприятия может привести к снижению числа квалифицированных специалистов, способных разрабатывать и обслуживать сложную IT-инфраструктуру, описанную в связном мероприятии. Это создает риск недостатка кадров для эффективной реализации программы мониторинга безопасности, особенно в долгосрочной перспективе. Умеренное влияние на сроки (задержки в формировании команд) и ресурсы (нехватка специалистов)."
9184112614,9184277899,0.16666666666666666,"Исходное мероприятие: Программа подготовки IT-специалистов через партнерство университетов и IT-компаний с регуляторными изменениями.
Наиболее связанное мероприятие: Проект создания космической группировки ""Бюро 1440"".
Объяснение зависимости: Непрямая слабая зависимость возможна только при условии, что ""Бюро 1440"" является IT-компанией, участвующей в образовательных программах. Однако описание не указывает прямую связь между космическими технологиями и IT-образованием. Отказ от проекта может повлиять на ресурсную базу IT-компаний (например, если они используют спутники для инфраструктуры), но это предположение без конкретных данных. Уровень влияния на сроки и ресурсы минимальный из-за отсутствия явной интерконнективности."
9184112614,9184277908,0.333,"Исходное мероприятие: Формирование квалифицированных IT-специалистов через партнерство образовательных организаций и IT-компаний.
Наиболее связанное мероприятие: Тестирование ПО и аттестация центров тестирования.
Объяснение зависимости: Отмена мероприятия по тестированию ПО может повлечь за собой снижение качества подготовки IT-специалистов, поскольку предприятия, участвующие в образовании, зависят от надежного тестирования своих продуктов. Без эффективного тестирования ПО, обеспечивающего совместимость с российскими ОС, образовательные программы теряют актуальность, а ресOURCES (ресурсов) могут быть потери в объеме. Также возможны последствия для целей, таких как развитие цифровой экономики, инициаторы, и других факторов."
9184112614,9184277909,0.3333333333333333,"Исходное мероприятие: ... Наиболее связанное мероприятие: ... Объяснение зависимости: Связность мероприятий определяется зависимостью между регуляторными рамками и практической реализацией. Исходное мероприятие требует участия ИТ-компаний в образовательных программах для получения налоговых льгот, тогда как второе мероприятие (разработка ФГИС «Реестры ПО») напрямую связано с процедурой регистрации программного обеспечения, необходимой для получения преференций. Если система ФГИС будет недоступна или некорректно функционировать, это затруднит процесс сертификации ИТ-продуктов, что повлияет на возможность компаний получать льготы, зафиксированные в первом мероприятии. Таким образом, сбой во втором мероприятии создаст системный эффект, нарушая условия первого."
9184112614,9184277910,0.5,"Исходное мероприятие: Формирование компетенций студентов ИТ-специальностей через партнерские программы с ИТ-компаниями, сопровождающееся нормативными изменениями.
Наиболее связанное мероприятие: Реализация проектов по разработке/внедрению российских IT-решений с участием компаний и госструктур.
Объяснение зависимости: Отказ от реализации второго мероприятия (прекращение финансирования, срыв проектов) приведёт к потере практических навыков студентов (временные последствия: сдвиг сроков завершения образовательных программ, снижение качества подготовки). Утрата государственной и корпоративной поддержки (ресурсные последствия: дефицит финансовых, человеческих и инфраструктурных ресурсов) нарушила бы механизм взаимодействия между образовательными организациями и бизнесом, что парализует достижение целей исходного мероприятия."
9184112614,9184277911,0.5,"Исходное мероприятие: Образовательная программа, направленная на формирование компетенций студентов ИТ-специальностей при участии компаний, сопряжённая с налоговыми льготами для таких фирм.
Наиболее связанное мероприятие: Программа акселерации проектов ИТ-решений фондом развития интернет-инициатив, обеспечивающая развитие профессиональных компетенций и снижение рисков для стартапов.
Объяснение зависимости: Успешность акселерации напрямую влияет на качество подготовки студентов, так как её результаты (профессиональные компетенции, инвестиционная привлекательность) становятся основой для эффективного взаимодействия с компаниями. Если акселерация провалится, это снизит уровень готовности выпускников, что подпортит выполнение требований закона о налоговых льготах для компаний, участвующих в образовании. Также возможны задержки в внедрении новых учебных программ из-за недостатка реальных примеров успешных проектов."
9184112614,9184277912,0.67,"Исходное мероприятие: Образование IT-специалистов через партнерство с компаниями, обеспечивающее соответствие компетенций требованиям рынка. Наибольшая зависимость отдельный вид деятельности. Название: ..."
9184112614,9184277913,0.333,"Исходное мероприятие: Образовательная программа, направленная на формирование компетенций студентов через сотрудничество с ИТ-компаниями.
Наиболее связанное мероприятие: Формирование списка проектов для дорожной карты разработки ПО.
Объяснение зависимости: Успешное выполнение второго события обеспечивает наличие реальных проектов, которые могут быть интегрированы в учебный процесс первого мероприятия. Если второй проект будет нарушен (например, задержан или отменён), это может привести к снижению эффективности программы повышения квалификации студентов за счёт недостатка практических заданий и несоответствия требований рынка. Однако зависимость является косвенной, так как первый этап зависит больше от стабильности партнёрских отношений, чем отдельно от времени."
9184112614,9184435239,0.1667,"Исходное мероприятие: Программы подготовки IT-специалистов через партнерство с компаниями.
Наиболее связанное мероприятие: Разработка цифровой платформы для управления данными о защите прав граждан.
Объяснение зависимости: Связь между мероприятиями минимальна. Первое мероприятие ориентировано на образовательные процессы и формирование квалифицированных кадров, а второе — на создание технической инфраструктуры для административных задач. Отмена первого мероприятия не直接影响 the implementation of the second, так как потребность в IT-специалистах не является критическим фактором для функционирования цифровой платформы. Однако косвенная связь существует: успешное завершение первого мероприятия могло бы повысить качество персонала, работающего с системой, но это не является обязательным условием. Таким образом, влияние на сроки и ресурсы практически отсутствует."
9184112614,9184435252,0.5,"Исходное мероприятие: ... Наиболее связанное мероприятие: ... Объяснение зависимости: Программы образовательных организаций и ИТ-компаний зависят от государственной политики поддержки инноваций. Отказ от проведения конкурсов грантов для малых предприятий (включая ИИ-проекты) снижает доступность финансирования для компаний, участвующих в образовательном процессе. Это может привести к замедлению внедрения новых технологий в учебный процесс, потере мотивации компаний к сотрудничеству и увеличению нагрузки на образовательные организации при адаптации программ. Умеренное влияние на сроки (задержка реализации проектов) и ресурсы (неполучение средств для разработки компетенций студентов)."
9184112614,9184435253,0.167,"Исходное мероприятие: Образовательные программы по ИТ-специальностям с участием ИТ-компаний.
Наиболее связанное мероприятие: Создание цифровой платформы АИС Ростехнадзора.
Объяснение зависимости: Оба мероприятия связаны с цифровизацией и технологическим развитием, однако прямая зависимость отсутствует. Отказ от создания цифровой платформы Ростехнадзора может косвенно повлиять на развитие технологических стандартов, но не вызовет критического воздействия на образовательную деятельность. Уровень влияния на сроки и ресурсы незначителен."
9184112614,9184435254,0.4166666666666667,"Исходное мероприятие: Образовательная программа для подготовки IT-специалистов через сотрудничество с компаниями.
Наиболее связанное мероприятие: Разработка государственных информационных систем на платформе ""ГосТех"".
Объяснение зависимости: Успешное выполнение второго мероприятия требует наличия квалифицированных кадров, формируемых первым мероприятием. Если второй проект будет нарушен (например, из-за недостатка специалистов), это приведёт к снижению эффективности первого мероприятия: потеря партнёрских связей с компаниями, невозможность актуализировать программы под потребности рынка. Наоборот, проблемы в первом мероприятии могут замедлить подготовку персонала для работы с ""ГосТех"", что повлияет на реализацию второго."
9184112614,9184509753,0.0833,"Исходное мероприятие: Формирование квалифицированных кадров в сфере ИТ через партнерство образовательных учреждений и компаний.
Наиболее связанное мероприятие: Разработка квантовых вычислителей и алгоритмов в рамках государственной программы ""Высокотехнологичная область"".
Объяснение зависимости: Прямой связи между образованием IT-специалистов и разработкой квантовых систем нет. Однако косвенная зависимость возможна только при условии, что кадры из первого мероприятия могут участвовать в реализации второго. Поскольку сбой во втором мероприятии не повлияет на структуру образовательных программ и обратно, влияние на сроки (time_level=1) и ресурсы (resource_level=1) минимально. Total risk = 2 → probability_failure = 2/12 ≈ 0.167."
9184112614,9184512793,0.67,"Исходное мероприятие: Формирование квалифицированных IT-специалистов через партнерство образовательных учреждений и IT-компаний.
Наиболее связанное мероприятие: Создание Единой цифровой платформы МИД России.
Объяснение зависимости: Успешная реализация платформы требует наличия квалифицированных IT-специалистов, которых готовят программы исходного мероприятия. Сбой в образовательном процессе (например, недостаток кадров или отсутствие законодательной базы для льгот) приведет к задержкам в запуске/функционировании платформы. Критический дефицит специалистов или отказ от законодательных преференций сделает реализацию платформы невозможно."
9184112614,9184512798,0.5,"Исходное мероприятие: Формирование практико-ориентированного образования ИТ-специалистов через сотрудничество с компаниями, требующее стандартизации процессов и инфраструктуры.
Наиболее связанное мероприятие: Создание единой платформы для данных, обеспечивающей interoperability между государством, бизнесом и разработчиками ИИ-решений.
Объяснение зависимости: Успешная реализация первого мероприятия зависит от наличия унифицированной инфраструктуры (платформы), которая позволяет эффективно координировать учебные процессы, передавать данные и обеспечивать соответствие компетенций требованиям компаний. Отказ от создания платформы приведёт к увеличению сложности внедрения программы, потере синхронизации действий сторон и возможному снижению качества подготовки специалистов."
9184112614,9184512799,0.5,"Исходное мероприятие: Формирование кадрового потенциала в области IT через образовательные программы с участием IT-компаний.
Наиболее связанное мероприятие: Разработка подсистемы базовых станций 5G с использованием российских компонентов.
Объяснение зависимости: Успешность второго мероприятия напрямую зависит от наличия квалифицированных специалистов, воспитываемых первым мероприятием. Отказ IT-компаний от участия в образовательных программах (из-за сбоя в втором мероприятии) может парализовать подготовку кадров, необходимых для эксплуатации 5G-сетей. Одновременно изменения в законодательстве, оговоренные первым мероприятием, регулируют условия участия компаний в инновационных проектах, включая второй."
9184112614,9184512800,0.17,"Исходное мероприятие: Образовательная программа для ИТ-специалистов с привлечением компаний.
Наиболее связанное мероприятие: Разработка оборудования для сетей 4G/5G с OpenRAN.
Объяснение зависимости: Прямая зависимость минимальна, но возможны косвенные эффекты. Если производство оборудования (связанное мероприятие) задерживается, это может повлиять на доступность инфраструктуры для практических занятий в образовательном процессе (исходное мероприятие). Однако регламентированная система требует наличия конкретного текстового формата, поэтому при наличии явных данных о том, какие именно данные были использованы, можно использовать следующие шаги: ..."
9184112614,9184641868,0.5,"Исходное мероприятие: Программа подготовки IT-специалистов через сотрудничество университетов и компаний.
Наиболее связанное мероприятие: Дополнительная программа для школьников и СПО по STEM-направлениям.
Объяснение зависимости: Отказ от программы для молодёжи может привести к снижению числа квалифицированных специалистов, способных удовлетворять потребности рынка труда. Это мероприятие связано с формированием основ знаний в области информационных технологий, необходимых для дальнейшей подготовки специалистов. Если это мероприятие будет приостановлено, то возникнет дефицит кадров, что повлияет на эффективность работы образовательных программ и партнёрства с компаниями."
9184112614,9184828244,0.5833,"Исходное мероприятие: Формирование системы практико-ориентированного обучения ИТ-специальностей через сотрудничество с компаниями.
Наиболее связанное мероприятие: Разработка и масштабирование образовательных программ для топ-специалистов с учетом компетенций рынка.
Объяснение зависимости: Отмена/изменение исходного мероприятия нарушило базовый механизм взаимодействия образовательных учреждений с ИТ-компаниями, что напрямую затруднило формирование актуальных стандартов компетенций (time_level=3, resource_level=3). Утрата нормативной базы для льгот компаний ограничила возможности финансирования и ресурсной поддержки для развития программ второго мероприятия."
9184112614,9184828245,0.16666666666666666,"Исходное мероприятие: Образовательная программа по ИТ-специальностям с упором на практическую подготовку через сотрудничество с компаниями.
Наиболее связанное мероприятие: Программа подготовки топ-специалистов в сфере ИИ с участием работодателей и исследовательских центров.
Объяснение зависимости: Оба мероприятия предполагают участие бизнес-сообщества в образовании, но фокусируются на разных областях (ИТ vs. ИИ). Отказ одного не напрямую влияет на выполнение другого, так как они используют разные партнёры и целевые группы. Однако общая зависимость существует через систему профессионального развития и стандартов качества."
9184112614,9184828249,0.5,"Исходное мероприятие: ... Наиболее связанное мероприятие: ... Объяснение зависимости: Связь между мероприятиями минимальна. Исходное мероприятие регулирует сотрудничество образовательных организаций и IT-компаний, тогда как связанное мероприятие поддерживает финансовую активность конкретной компании ""Бюро 1440"". Отмена/задержка второго мероприятия может вызвать временные трудности в развитии спутниковой инфраструктуры, но не直接影响ет образовательную систему. Уровень влияния на сроки: 2 (умеренное), на ресурсы: 2 (умеренное). Total risk: 4 → probability_failure = 4/12 ≈ 0.33."
9184112614,9185078479,0.0,"Исходное мероприятие: Формирование системы практико-ориентированного IT-образования с участием компаний.
Наиболее связанное мероприятие: Космический запуск через закупку услуг у Минобороны России.
Объяснение зависимости: Мероприятия принадлежат полностью различным сферам (IT-образование vs. космическая деятельность). Не наблюдается прямых связей в целях, ресурсах, временных рамках или регуляторных механизмах. Отказ одного мероприятия не оказывает влияния на выполнение другого."
9184112614,9186186748,0.4167,"Исходное мероприятие: Программы подготовки IT-специалистов через сотрудничество образовательных организаций с ИТ-компаниями.
Наиболее связанное мероприятие: Цифровизация госуправления, автоматизация нормотворчества и систем управления данными.
Объяснение зависимости: Задержка/сбой в реализации второго мероприятия (например, при создании ФГИС ТП или автоматизации нормотворчества) может повлиять на сроки принятия нормативных актов, необходимых для участия ИТ-компаний в образовании (первое мероприятие). Отсутствие унифицированных ИТ-платформ (ФГИС ТП, ЕЦП ГосТех) усложняет координацию между образовательными организациями и бизнесом, увеличивая временные и ресурсные затраты."
9184112614,9186186749,0.4166666666666667,"Исходное мероприятие: Формирование кадров в области ИТ через партнерство учебных заведений и компаний.
Наиболее связанное мероприятие: Разработка цифровой экосистемы для борьбы с отмыванием денег и финансированием терроризма.
Объяснение зависимости: Хотя основная направленность мероприятий различается, существует потенциальная зависимость в следующих аспектах:
1. **Технологическая база**: Оба мероприятия предполагают использование современных IT-технологий (например, data lake, AI-решения, инфраструктура управления данными).
2. **Контроль над данными**: Для эффективного обучения ИТ-специалистов требуется точная информация о партнерах (IT-компаниях), которая может быть обеспечена через системы типа ЕИС Росфинмониторинга, разрабатываемые в рамках второго мероприятия.
3. **Стандарты и регуляторный контекст**: Изменения в нормативной базе, затронутые первым мероприятием, могут потребовать адаптации технической инфраструктуры, включая безопасность и управление данными, что относится ко второму мероприятию."
9184112614,9186186750,0.5,"Исходное мероприятие: Образование IT-специалистов через практико-ориентированные программы с участием ИТ-компаний.
Наиболее связанное мероприятие: Разработка информационных систем электронного правительства (например, портал госуслуг, мобильные приложения).
Объяснение зависимости: Успешное внедрение систем электронного правительства (связанное мероприятие) напрямую влияет на потребности ИТ-компаний, участвующих в образовании (исходное мероприятие). Без развитых ИТ-инфраструктур (например, портала госуслуг) невозможно формирование компетенций студентов, соответствующих требованиям компаний. Сбой в реализации связанного мероприятия (задержка или отказ от создания систем) приведёт к снижению качества подготовки специалистов, поскольку образовательные организации будут лишены современных инструментов для практической подготовки."
9184112614,9186186751,0.16666666666666666,"Исходное мероприятие: Подготовка IT-специалистов через сотрудничество с компаниями, требующее соблюдения стандартов и льгот для партнеров.
Наиболее связанное мероприятие: Создание единой информационной платформы для предоставления данных региональными органами власти.
Объяснение зависимости: Прямая связь между мероприятиями отсутствует. Образовательный процесс зависит от наличия квалифицированных специалистов, а внедрение витрины данных ориентировано на административную эффективность. Однако если система данных станет основой для автоматизации учебных процессов (например, мониторинга успеваемости или аналитики), её сбой может ограничить функциональность образовательных программ. Вероятность такого сценария минимальна."
9184112614,9186186752,0.75,"Исходное мероприятие: Подготовка IT-специалистов через сотрудничество университетов и компаний в рамках требований законодательства.
Наиболее связанное мероприятие: Реализация национального проекта ""Экономика данных и цифровая трансформация государства"" с организационной поддержкой, экспертным сопровождением и мониторингом.
Объяснение зависимости: Успешная реализация первого мероприятия (образование IT-специалистов) напрямую зависит от эффективности второго мероприятия (национального проекта). Если второе мероприятие сбоит (напр., приостановлено управление проектом, прекращена экспертиза или мониторинг), это вызывает:

Time_level=3 (значительное влияние на сроки): Отсутствие координации между участниками проекта приведет к задержкам в внедрении образовательных программ и нарушению графиков.
Resource_level=4 (критическое влияние на ресурсы): Без поддержки Министерства цифрового развития и других инфраструктурных структур произойдет дефицит финансирования, экспертизы и аналитической базы, что парализует работу образовательных организаций."
9184112614,9186186753,0.67,"Исходное мероприятие: Формирование кадрового потенциала в сфере ИТ через образовательные программы с участием компаний.
Наиболее связанное мероприятие: Совместная модернизация инфраструктуры Минцифры России для обеспечения цифровых услуг.
Объяснение зависимости: Успешность образовательных программ (первое мероприятие) напрямую зависит от готовности ИТ-компаний участвовать в обучении, что требует наличия современной инфраструктуры и технологической базы, обеспечивающей безопасность и эффективность взаимодействия. Отсрочка или сбой второго мероприятия (модернизация Минцифры) может ограничить возможности компаний для участия в образовательных программах, так как они не смогут адаптироваться к новым стандартам и требованиям. Это приведёт к снижению качества подготовки специалистов и удорожанию процесса создания кадрового потенциала."
9184112614,9186186754,0.333,"Исходное мероприятие: Формирование практико-ориентированного образования ИТ-специалистов через сотрудничество с компаниями, обеспечивающее соответствие компетенций требованиям индустрии.
Наиболее связанное мероприятие: Цифровизация избирательного процесса через внедрение ГАС ""Выборы"" 2.0 с использованием технологических решений ИТ-компаний.

Обоснование: ..." пи
9184112614,9186186756,0.1667,"Исходное мероприятие: Образовательная программа для ИТ-специалистов с участием компаний.
Наиболее связанное мероприятие: Разработка квантовых сенсоров для промышленного применения.
Объяснение зависимости: Непрямая слабая зависимость через возможную технологическую интеграцию. Успешность второго мероприятия не直接影响ет первый, так как они относятся к разным областям (образование/IT vs научно-техническая разработка). Отказ от создания квантовых сенсоров не повлияет на учебные программы ИТ-специальностей, поскольку эти процессы функционируют автономно."
9184112614,9186186757,0.25,"Исходное мероприятие: Образование IT-специалистов через сотрудничество с компаниями, обеспечивающее соответствие компетенций требованиям индустрии.
Наиболее связанное мероприятие: Разработка критических технологий для сетей связи 5G/6G, направленная на технологический суверенитет РФ.
Объяснение зависимости: Прямая зависимость минимальна, но возможны косвенные связи. Успешное выполнение второго мероприятия может повысить потребность в квалифицированных IT-специалистах из первого события. Однако при срыве второго мероприятия его последствия для первоначального события будут ограничены, так как основные ресурсы и сроки первого мероприятия не зависят напрямую от технологической базы второго. Косвенное влияние проявится только если требуется адаптация программы обучения к новым технологическим решениям."
9184112614,9186237296,0.333,"Исходное мероприятие: Формирование кадрового потенциала в области IT через партнерские программы с компаниями.
Наиболее связанное мероприятие: Разработка квантовых коммуникаций до 2030 года.
Объяснение зависимости: Отказ от исходного мероприятия приведет к дефициту квалифицированных специалистов, необходимых для реализации квантовых технологий. Утрата льгот для компаний в результате отмены образовательных программ снизит их мотивацию участвовать в развитии квантовых коммуникаций. Временные задержки возникнут из-за необходимости адаптировать программы подготовки к новым требованиям. Ресурсная нагрузка увеличится из-за необходимости дополнительного найма кадров или инвестиций в переобучение."
9184112614,9186409022,0.1667,"Исходное мероприятие: Подготовка IT-специалистов через партнерство учебных заведений и IT-компаний, с изменениями в законодательстве для обеспечения льгот для компаний.
Наиболее связанное мероприятие: Разработка государственной автоматизированной системы правовой статистики с использованием технологических компаний.
Объяснение зависимости: Оба мероприятия предполагают участие технологических компаний, однако первое ориентировано на образование, а второе — на цифровую инфраструктуру правоохранительных органов. Прямая зависимость отсутствует, поскольку отмена/задержка второго мероприятия не直接影响ет подготовку специалистов или законодательные изменения. Косвенная связь возможна через общих участников (IT-компании), но она недостаточно выражена для значительного влияния на сроки или ресурсы."
9184112614,9186409023,0.333,"Исходное мероприятие: Формирование кадрового потенциала в области ИТ через сотрудничество образовательных учреждений и IT-компаний.
Наиболее связанное мероприятие: Разработка цифровых инфраструктурных решений для госуправления.
Объяснение зависимости: Прямая связь существует через обеспечение квалифицированных кадров для эксплуатации цифровых систем. Отказ от участия IT-компаний в образовании снижает качество персонала, необходимого для функционирования платформы. Обратная зависимость минимальна: без цифровой инфраструктуры невозможно полноценно применять образовательные программы."
9184112614,9186409024,0.3333333333333333,"Исходное мероприятие: Образование в области ИТ-специальностей должно быть согласовано с аккредитованными ИТ-компаниями. Наибольшая зависимость: ... Непосредственно связанное мероприятие: Создание сегментов ЦМИБ для обеспечения безопасных решений. Обоснование связи: Участие ИТ-компаний в образовании может влиять на развитие технологий безопасности, необходимых для создания системы мониторинга. Если внедрение таких систем будет затруднено из-за недостаточной готовности компаний, это повлияет на качество подготовки специалистов."
